resumption of the session	reanudación del período de sesiones
the amendment to the directive on today 's agenda does not therefore affect the existing harmonisation of the transport of	por consiguiente , la modificación de la directiva , que figura hoy en el orden del día , no produce
it merely prolongs transitional rules by postponing deadlines , deletes provisions which are no longer applicable , and lays down	prorroga únicamente algunas disposiciones transitorias mediante el aplazamiento de los límites temporales , no suprime más disposiciones específicas y regula
the amendment to the directive is consequently in full accordance with the principle of subsidiarity ; the member states obtain	de esta suerte la modificación de la directiva se hace completamente en el sentido de la subsidiariedad ; los estados
the commission decides whether the member states may impose certain rules of their own .	la comisión de la ue decide si los estados miembros pueden dictar determinadas disposiciones propias .
in so doing , it is supported by a committee of experts on the transport of dangerous goods under the	a este respecto está asistida , de acuerdo con el procedimiento normativo , por un comité de expertos en materia
the procedures for the exercise of these implementing powers conferred on the commission were laid down afresh in the council	las modalidades de ejercicio de estas facultades de ejecución transferidas a la comisión fueron reguladas por vez primera por acuerdo
the proposal to be discussed today , to amend the directive on the transport of dangerous goods by road ,	la propuesta de modificación de la directiva relativa al transporte de mercancías peligrosas por carretera , que hoy se halla
two of the amendments tabled and adopted unanimously by the committee relate precisely to this amended comitology procedure .	las enmiendas que se han presentado y que han sido aprobadas por unanimidad en la comisión se refieren precisamente en
we would like to ensure that there is a reference to this as early as the recitals and that the	quisiéramos asegurar que se aluda ya a esto en los considerandos y que el plazo , imprecisamente formulado , dentro
in addition , the need for greater transparency has been pointed out .	por lo demás se alude también a la necesidad de una mayor transparencia .
a further amendment allows the member states to impose more stringent requirements , in particular for vacuum tanks , if	otra enmienda permite a los estados miembros establecer exigencias más estrictas , en especial para los tanques al vacío ,
this is in the special interest of northern european regions .	esto interesa especialmente a las regiones del norte de europa .
a final amendment is intended to ensure that tanks and tankers put into service between 1 january 1997 and the	una última enmienda va encaminada a propiciar que se siga autorizando la utilización de los tanques y vehículos cisterna que
i do realise that this is only a small step towards increased transport safety , but i would ask you	consciente también de que esto no es más que un pequeño paso hacia una mayor seguridad , les pido a
